Title,Author1,Author2,Author3,Author4,Author5,Link,Cited By
Exploring Ethnomathematics with Ethnomodeling Methodological Approach: How Does Cigugur Indigenous People Using Calculations to Determine Good Day to …,U Umbara,W Wahyudin,S Prabawanto,,,https://www.ejmste.com/article/exploring-ethnomathematics-with-ethnomodeling-methodological-approach-how-does-cigugur-indigenous-9673,1
The Development of Hybrid Learning Curriculum Model for Improving Teachers Competencies in Teacher Education Institutions in Indonesia and South Korea,I Abdulhak,A Djohar,D Wahyudin,,,http://irjaes.com/wp-content/uploads/2020/10/IRJAES-V3N1P413Y17.pdf,7
The Teaching of Halal Food in Schools Curriculum in Indonesia,D Wahyudin,Y Rahmawati,A Suwirta,,,https://www.journals.mindamas.com/index.php/sipatahoenan/article/view/1099,2
Training on an Embedded Microcontroller System Tool for Teachers of Vocational High Schools in West Java,E Haritman,D Wahyudin,,,,http://klfcdsp.huecity.vn/UploadFiles/ThuVienTaiLieu/collaboration_in_tvet_proceedings.pdf#page=199,1
Pengaruh Penggunaan Multimedia terhadap Hasil Belajar Siswa SMK pada Standar Kompetensi Merawat Baterai,,,,,,https://ejournal.upi.edu/index.php/jmee/article/view/1493,3
The use of scale invariant feature transform (SIFT) algorithms to identification garbage images based on product label,W Setiawan,A Wahyudin,,,,https://ieeexplore.ieee.org/abstract/document/8257135/,5
Gateway system for portable finger scanners,D Wahyudin,,,,,https://iopscience.iop.org/article/10.1088/1757-899X/850/1/012019/meta,0
Integrasi Sistem Data Pemilih Menggunakan Web Service dengan Metode Representational State Transfer (REST),A Wahyudin,H Siregar,,,,https://ejournal.upi.edu/index.php/JATIKOM/article/view/33210,0
The sport student's statistical literacy through statistical reasoning learning environment (SRLE),N Hidayah,W Wahyudin,,,,http://science.conference.upi.edu/proceeding/index.php/ICMScE/article/view/67,0
Students' Enrolment Based on Zoning System and Its Impact to the Academic Performance,R Fadhli,M Munir,I Rahmawati,,,https://www.atlantis-press.com/article/125933806.pdf,0
Recruitment Planning of Teachers and Education Staff at MTs Yaspina Cianjur,M Munir,,,,,https://www.atlantis-press.com/article/125933808.pdf,0
The Role of Higher Education in Developing Student Entrepreneurial Capabilities,A Budiman,U Wahyudin,,,,https://repository.ung.ac.id/get/karyailmiah/4989/The-Role-of-Higher-Education-in-Developing-Student-Entrepreneurial-Capabilities.pdf,1
Strategic Alignment Maturity Level Model Using Drivers of Change in a Business Environment,A Wahyudin,E Junaeti,,,,https://ieeexplore.ieee.org/abstract/document/9392036/,0
Pakistan-China Strategic Interdependence,M Munir,,,,,https://www.jstor.org/stable/48539135,6
IMPORTANCE-PERFORMANCE ANALYSIS OF INDONESIA UNIVERSITY OF EDUCATION (UPI) LIBRARY SERVICES TO OPTIMIZE ACADEMIC AND RESEARCH …,U Wahyudin,,,,,https://ejournal.upi.edu/index.php/edutech/article/view/1380,1
"Association among mathematical critical thinking skill, communication, and curiosity attitude as the impact of problem-based learning and cognitive conflict strategy …",Z Zetriuslita,W Wahyudin,JA Dahlan,,,http://www.e-journal.stkipsiliwangi.ac.id/index.php/infinity/article/view/510,12
Immersive Intelligent Tutoring System for Remedial Learning Using Virtual Learning Environment,Y Rosmansyah,AZR Langi,,,,https://ejournal.upi.edu/index.php/ijost/article/view/38954,0
Ability of understanding the mathematical concept on learning with flipped-mastery model,R Mauladaniyati,W Wahyudin,,,,http://science.conference.upi.edu/proceeding/index.php/ICMScE/article/view/222,0
A REVIEW ON PRESERVICE EARLY CHILDHOOD TEACHERS'EDUCATION CURRICULUM ACROSS COUNTRIES,D Wahyudin,,,,,http://a-research.upi.edu/operator/upload/pro_2011_iecs_dinn_curriculum_development_for_early_child_teacher_educationx.pdf,0
IDENTIFIKASI PRIORITAS PENGEMBANGAN AGROWISATA BANGKA BOTANICAL GARDEN (BBG) KOTA PANGKALPINANG,N Wahyudin,MF Akbar,,,,https://ejournal.upi.edu/index.php/Jithor/article/view/21919,0
The Effect of GeoGebra-Based Learning on Students Spatial Ability and Motivation,,,,,,https://scholar.archive.org/work/3ejswl4hvjdwtp3zkl36cq4mne/access/wayback/https://eudl.eu/pdf/10.4108/eai.12-10-2019.2296523,0
A Cooperative Script Learning Method Application Assisted By Interactive Multimedia To Improve Students 'Cognitive Aspect Of 10th Grade At Vocational High …,,,,,,https://scholar.archive.org/work/2knglkavbnav7pkhk2oz6avhau/access/wayback/https://eudl.eu/pdf/10.4108/eai.12-10-2019.2296505,0
Model Penyelenggaran Pendidikan Tenaga Pendidik Dan Kependidikan,D Wahyudin,,,,,http://jurnal.upi.edu/edutech/view/2850/MODEL%20PENYELENGGARAN%20PENDIDIKAN%20TENAGA%20PENDIDIK%20DAN%20KEPENDIDIKAN,2
A Closer Look at the Implementation of the Curriculum 2013 in Indonesia: Should the Scientific Approach Be Used in EFL Classroom?,AY Wahyudin,D Sukyadi,,,,https://rsujournals.rsu.ac.th/index.php/RJES/article/view/2245,26
Needs Assessment Knowledge from Facilitator of Community Empowerment Program in the Digital Era,P Purnomo,U Wahyudin,,,,https://journal.unnes.ac.id/nju/index.php/jne/article/view/25309,6
Efektivitas Penerapan Metode Drill dalam Pembelajaran Pendidikan Agama Islam,UR Wahyudin,,,,,https://jptam.org/index.php/jptam/article/view/1485,0
Designing Energy and Power Monitoring System on Solar Power Plant Using Raspberry Pi,D Wahyudin,T Sucita,,,,https://iopscience.iop.org/article/10.1088/1757-899X/384/1/012041/meta,1
… KOMUNITAS MAHASISWA PENGGEMAR OTOMASI DAN ROBOTIKA UNIVERSITAS PENDIDIKAN INDONESIA (KOMPOR UPI) TERHADAP PRESTASI BELAJAR …,,,,,,http://repository.upi.edu/id/eprint/21432,0
Effectiveness Model Literacy Education Oriented Local Culture,U Wahyudin,,,,,https://www.atlantis-press.com/article/25870228.pdf,0
Conduct and oppositional disorder in clinically referred children with attention deficit disorder: A controlled family study,K Munir,,,,,https://www.sciencedirect.com/science/article/pii/S0890856709650280,313
An affordable Internet of Things Training Kit for practical work of industrial automation,Y Somantri,D Wahyudin,R Pratama,,,https://iopscience.iop.org/article/10.1088/1742-6596/1402/3/033079/meta,6
Research classification in strategic information system planning development: A critical review,A Wahyudin,ZA Hasibuan,,,,https://ieeexplore.ieee.org/abstract/document/7407819/,14
UPAYA MENINGKATKAN KETERAMPILAN GERAK DASAR LEMPAR TANGKAP BOLA DALAM PEMBELAJARAN BOLA TANGAN MELALUI PENERAPAN …,,,,,,http://repository.upi.edu/id/eprint/27068,0
Effectiveness of discovery learning model on mathematical problem solving,Y Herdiana,Wahyudin,R Sispiyati,,,https://aip.scitation.org/doi/abs/10.1063/1.4995155,12
Digital library as learning resources,I Widiaty,D Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1402/7/077044/meta,5
Fuzzy rulebased classification systems for the gender prediction from handwriting,LS Riza,SN Rasim,,,,https://core.ac.uk/download/pdf/295537720.pdf,6
Development of the teaching simulator based on animated film to strengthening pedagogical competencies of prospective teachers,W Setiawan,J Kusnendar,Rasim,,,https://aip.scitation.org/doi/abs/10.1063/1.4983987,0
Improving elementary students' mathematical reasoning abilities through sociohumanistic-based learning,RA Hidayat,W WAHYUDİN,J JAİLANİ,,,https://dergipark.org.tr/en/pub/jegys/article/750033,1
Mobile serious game design for training ethical decision making skills of inexperienced disaster volunteers,D Wahyudin,,,,,https://www.jstage.jst.go.jp/article/ejsise/14/1/14_28/_article/-char/ja/,10
The curriculum implementation for cross-cultural and global citizenship education in Indonesia schools,D Wahyudin,A Suwirta,,,,https://journals.mindamas.com/index.php/educare/article/view/928,7
Pembelajaran berbasis digital: studi penggunaan geogebra berbantuan e-learning untuk meningkatkan hasil belajar matematika,E Sudihartinih,W Wahyudin,,,,https://journal.uinmataram.ac.id/index.php/tatsqif/article/view/944,10
Penggunaan Learning Management System (Lms) Di Perguruan Tinggi: Studi Kasus Di Universitas Pendidikan Indonesia,M Munir,,,,,https://journal.uny.ac.id/index.php/cp/article/download/222/129,17
Elementary teachers's readiness to implement online learning during the covid-19 pandemic,B Robandi,W Wahyudin,,,,http://e-journal.unipma.ac.id/index.php/PE/article/view/9607,0
Building Sport Student Self-Esteem in Learning Statistics through SRLE,N Hidayah,W Wahyudin,,,,https://www.scitepress.org/Papers/2017/70634/70634.pdf,0
ANALISIS MATERI PAI DAN BUDI PEKERTI SEKOLAH MENEGAH PERTAMA (SMP) PADA KURIKULUM 2013,W Wahyudin,,,,,http://repository.upi.edu/id/eprint/12559,0
Imitative and creative reasoning for mathematical problem solving (in context horticultural agribusiness),SA Pramuditya,W Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1157/4/042092/meta,5
Penerapan Model Contextual Teaching and Learning (CTL) dalam Pembelajaran IPS di Sekolah Dasar (Penelitian Tindakan Kelas Pada Sekolah Dasar Negeri …,D Wahyudin,,,,,http://jurnal.upi.edu/md/view/705/PENERAPAN%20MODEL%20CONTEXTUAL%20TEACHING%20AND%20LEARNING%20(CTL)%20DALAM%20PEMBELAJARAN%20IPS%20DI%20SEKOLAH%20DASAR(Penelitian%20Tindakan%20Kelas%20pada%20Sekolah%20Dasar%20Negeri%20Ciomas%20Kelas%20VI%20di%20Kecamatan%20Cipeundeuy%20Kabupaten%20Subang),1
Microscopic observation of solid-liquid reaction: A novel laboratory approach to teaching rate of reaction,A Setiabudi,A Wahyudin,G Yuliani,,,https://espace.curtin.edu.au/handle/20.500.11937/52817,0
STUDI LITERATUR TENTANG KAITAN AKTIVITAS JASMANI DENGAN FUNGSI KOGNISI,,,,,,http://repository.upi.edu/id/eprint/64651,0
PENERAPAN STRATEGI PEMBELAJARAN TANDUR UNTUK MENINGKATKAN HASIL BELAJAR SISWA PADAMATA PELAJARAN TEKNOLOGI INFORMASI DAN …,EA Nurdin,,,,,http://jurnal.upi.edu/ptik-ilkom/view/811/PENERAPAN%20STRATEGI%20PEMBELAJARAN%20TANDUR%20UNTUK%20MENINGKATKAN%20HASIL%20BELAJAR%20SISWA%20PADAMATA%20PELAJARAN%20TEKNOLOGI%20INFORMASI%20DAN%20KOMUNIKASI,1
Building ability of sport students statistical reasoning through statistical reasoning learning environment (SRLE),N Hidayah,W Wahyudin,,,,https://www.atlantis-press.com/article/125917738.pdf,1
HUBUNGAN PERHATIAN ORANG TUA PADA MASA PANDEMI COVID 19 TERHADAP HASIL BELAJAR SISWA KELAS V SDN JATIBENING IV BEKASI (Penelitian …,,,,,,http://repository.upi.edu/id/eprint/68279,0
ANALISIS KELAYAKAN MINI SIMULATOR ANGLE OF ATTACK INDICATOR BERBASIS MIKROKONTROLLER UNTUK PEMBELAJARAN INSTRUMENTASI …,,,,,,http://repository.upi.edu/id/eprint/47056,0
Politics of Curriculum in the Educational System in Indonesia,D Wahyudin,A Suwirta,,,,https://journals.mindamas.com/index.php/tawarikh/article/view/1307,1
An analysis of website accessibility in higher education in indonesia based on wcag 2.0 guidelines,AG Abdullah,D Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1757-899X/306/1/012130/meta,14
PENERAPAN METODE HILL CLIMBING UNTUK MENENTUKAN MENU MAKANAN BERDASARKAN PENYAKIT YANG DIDERITA,A Wahyudin,,,,,http://jurnal.upi.edu/tik/view/977/PENERAPAN%20METODE%20HILL%20CLIMBING%20UNTUK%20MENENTUKAN%20MENU%20MAKANAN%20BERDASARKAN%20PENYAKIT%20YANG%20DIDERITA,0
PENGEMBANGAN BUKU IPA TERPADU MENGGUNAKAN MODEL PROSES MENULIS MATERI AJAR BERORIENTASI PADA KEMAMPUAN LITERASI SAINS …,,,,,,http://repository.upi.edu/id/eprint/31341,0
NON PERFORMING FINANCING (NPF) DAN SERTIFIKAT BANK INDONESIA SYARIAH (SBIS) TERHADAP PEMBIAYAAN SYARIAH PADA SEKTOR UMKM DI …,,,,,,http://repository.upi.edu/id/eprint/33402,0
PERBEDAAN PERILAKU SOSIAL SISWA YANG MENGIKUTI EKSTRAKURIKULER FUTSAL DAN PENCAK SILAT DI SMPN 1 WANAYASA,,,,,,http://repository.upi.edu/id/eprint/27226,0
IMPLEMENTASI PENDEKATAN KETERAMPILAN PROSES DALAM PEMBELAJARAN PENGETAHUAN SOSIAL DI SEKOLAH DASAR,D Wahyudin,,,,,http://jurnal.upi.edu/md/view/730/IMPLEMENTASI%20PENDEKATAN%20KETERAMPILAN%20PROSES%20DALAM%20PEMBELAJARAN%20PENGETAHUAN%20SOSIAL%20DI%20SEKOLAH%20DASAR,0
PROFIL SUBJECTIVE WELL-BEING GURU HONORER SEKOLAH DASAR (Studi Deskriptif pada Guru Honorer Sekolah Dasar di Kota Bandung),,,,,,http://repository.upi.edu/id/eprint/63482,0
PENERAPAN STRATEGI THINK–TALK–WRITE (TTW) DALAM MENINGKATKAN KEMAMPUAN MENGGUNAKAN” TENSES” BAHASA INGGRIS PADA SISWA …,,,,,,http://repository.upi.edu/id/eprint/62339,0
MODEL PEMBELAJARAN TRANSLITERASI SEBAGI INOVASI DALAM MENINGKATKAN KOMPETENSI WARGA BELAJAR PENDIDIKAN KEAKSARAAN …,,,,,,http://repository.upi.edu/id/eprint/7690,0
MAKNA VISUAL FILM “OPERA JAWA” KARYA GARIN NUGROHO,,,,,,http://repository.upi.edu/id/eprint/10097,0
PENGARUH AUDIT TENURE TERHADAP MANAJEMEN LABA: Studi pada Perusahaan Consumer Goods Industry yang Terdaftar di Bursa Efek Indonesia 2011-2013,,,,,,http://repository.upi.edu/id/eprint/38974,0
PERILAKU KEKERASAN MAHASISWA DALAM MENYAMPAIKAN PENDAPAT DI MUKA UMUM MELALUI DEMONSTRASI: Studi Kasus Mahasiswa di Kota Makassar …,N Wahyudin,,,,,http://repository.upi.edu/id/eprint/8336,0
PEMBELAJARAN PENINGKATAN KEMAMPUAN BERPIKIR KRITIS (PPKBK) UNTUK MENINGKATKAN PRESTRASIU BELAJAR MATEMATIKA SISWA,M Munir,,,,,http://repository.upi.edu/id/eprint/8951,0
RANCANG BANGUN SISTEM PENDUKUNG KEPUTUSAN PENENTUAN TEMA SKRIPSI MENGGUNAKAN METODE TECHNIQUE FOR ORDER PREFERENCE BY …,,,,,,http://jurnal.upi.edu/tik/view/974/RANCANG%20BANGUN%20SISTEM%20PENDUKUNG%20KEPUTUSAN%20PENENTUAN%20TEMA%20SKRIPSI%20MENGGUNAKAN%20METODE%20TECHNIQUE%20FOR%20ORDER%20PREFERENCE%20BY%20SIMILARITY%20TO%20IDEAL%20SOLUTION%20(TOPSIS)%20PADA%20PROGRAM%20STUDI%20ILMU%20KOMPUTER,0
PENGUKURAN STATUS KESEHATAN MASYARAKAT BERDASARKAN KECUKUPAN GIZI DENGAN MENGGUNAKAN METODE FUZZY LOGIC,AW Wahyudin,,,,,http://jurnal.upi.edu/tik/view/975/PENGUKURAN%20STATUS%20KESEHATAN%20MASYARAKAT%20BERDASARKAN%20KECUKUPAN%20GIZI%20DENGAN%20MENGGUNAKAN%20METODE%20FUZZY%20LOGIC,0
PENERAPAN MODEL ACCELERATED LEARNING UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR LATERAL MATEMATIS SISWA SMP,,,,,,http://repository.upi.edu/id/eprint/23848,0
STUDI KOMPARASI ANTARA HASIL BELAJAR TIK MENGGUNAKAN METODE INKUIRI TERBIMBING DENGAN METODE DEMONSTRASI,EA Nurdin,,,,,http://jurnal.upi.edu/ptik-ilkom/view/818/STUDI%20KOMPARASI%20ANTARA%20HASIL%20BELAJAR%20TIK%20MENGGUNAKAN%20METODE%20INKUIRI%20TERBIMBING%20DENGAN%20METODE%20DEMONSTRASI,0
EFEKTIVITAS PENGGUNAAN METODE EKSPERIMEN VERIFIKASI BERBASIS MULTIMEDIA INTERAKTIF TERHADAP HASIL BELAJAR SISWA PADA MATA …,EAN Munir,,,,,http://jurnal.upi.edu/ptik-ilkom/view/815/EFEKTIVITAS%20PENGGUNAAN%20METODE%20EKSPERIMEN%20VERIFIKASI%20BERBASIS%20MULTIMEDIA%20INTERAKTIF%20TERHADAP%20HASIL%20BELAJAR%20SISWA%20PADA%20MATA%20PELAJARAN%20TIK(Studi%20Kasus%20Eksperimen%20di%20SMAN%202%20Cimahi),0
PENERAPAN MODEL PEMBELAJARAN PROBLEM POSING DENGAN MEMANFAATKAN MULTIMEDIA INTERAKTIF UNTUK MENINGKATKAN KEMAMPUAN …,VTK Munir,,,,,http://jurnal.upi.edu/ptik-ilkom/view/808/PENERAPAN%20MODEL%20PEMBELAJARAN%20PROBLEM%20POSING%20DENGAN%20MEMANFAATKAN%20MULTIMEDIA%20INTERAKTIF%20UNTUK%20MENINGKATKAN%20KEMAMPUAN%20BERPIKIR%20KREATIF%20SISWA%20SMK,0
PERILAKU SEKSUAL PRANIKAH PADA REMAJA YANG PUTUS SEKOLAH (Studi Kasus Pada Remaja yang Putus Sekolah karena Melakukan Perilaku Seksual …,,,,,,http://repository.upi.edu/id/eprint/63174,0
PENGGUNAAN MODEL PROJECT BASED LEARNING UNTUK GREEN BEHAVIOR PADA PEMBELAJARAN GEOGRAFI: PTK Pada Mata Pelajaran Geografi Siswa …,,,,,,http://repository.upi.edu/id/eprint/34697,0
The Implementation of Supportive Classroom Environment in VII-Grade Mathematics Learning,W Wahyudin,,,,,http://journal.ummat.ac.id/index.php/jtam/article/view/3919,0
Context integration GIS of education relevant in secondary school TVET,Y Sugiarti,D Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1375/1/012081/meta,1
UPAYA MENINGKATKAN KETERAMPILAN MENULIS TEKS ANEKDOT MELALUI PEMBELAJARAN KOOPERATIF TIPE COOPERATIVE INTEGRATED READING …,,,,,,http://repository.upi.edu/id/eprint/11464,0
Implementation of rigorous mathematical thinking approach to analyze the students' ability of algebraic thinking and understanding concept and mathematical habits …,W Wahyudin,,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1157/4/042085/meta,2
Strengthening of Indonesia school of management in the 21st century through the implementation of school management system based information technology and …,W Setiawan,Munir,SH Senen,,,https://aip.scitation.org/doi/abs/10.1063/1.4983988,2
Rancang Bangun Multimedia Pembelajaran Berbasis Adventure Game Dengan Model VAK Untuk Pemahaman Siswa SMK Pada Mata Pelajaran Komputer Dan …,W Wahyudin,,,,,https://ejournal.upi.edu/index.php/JGrKom/article/view/27161,0
IMPLEMENTASI MODEL TEAMS GAMES TOURNAMENT (TGT) DALAM PEMBELAJARAN KETERAMPILAN MEMBACA BAHASA PERANCIS,,,,,,http://repository.upi.edu/id/eprint/34269,0
CURRICULUM INNOVATION AT A VOCATIONAL HIGH SCHOOL: A DIGITAL LIBRARY FOR BATIK LEARNING,I WIDIATY,D WAHYUDIN,,,,http://jestec.taylors.edu.my/Vol%2015%20issue%206%20December%202020/15_6_40.pdf,1
Teacher's Perception of Tolerance Among Elementary School Students,D Wahyudin,,,,,https://www.atlantis-press.com/article/125933622.pdf,0
Personal Computer-less (PC-less) Microcontroller Training Kit,Y Somantri,D Wahyudin,I Fushilat,,,https://iopscience.iop.org/article/10.1088/1757-899X/306/1/012135/meta,3
Implementation of Instructional Media Trainer Fiber Optic Sensor System on Sensor and Actuator Learning in SMKN 1 Katapang Bandung,B Mulyanti,D Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1757-899X/384/1/012068/meta,2
Multimedia animation for mathematical application in engineering,D Rohendi,D Wahyudin,Y Wihardi,,,https://iopscience.iop.org/article/10.1088/1742-6596/1402/7/077065/meta,1
A remote PLC laboratory (RLab) for distance practical work of industrial automation,E Haritman,Y Somantri,D Wahyudin,,,https://iopscience.iop.org/article/10.1088/1757-899X/306/1/012034/meta,5
The Effect of Using the Make A Match Learning Model on Students' Critical Mathematical Thinking Skills,W Wahyudin,,,,,http://proceedings2.upi.edu/index.php/icee/article/view/1478,0
"The Quality of a"" Local Values Based"" Fuctional Literacy Program: Its Contribution to the Improvement of the Learner's Basic Competencies.",U Wahyudin,,,,,https://eric.ed.gov/?id=EJ1060859,10
Analysis Of Representative Ability By Using Guided Inquiry Learning Model In Review Of Gender Students In MTsN,W Wahyudin,,,,,https://www.journal.ikipsiliwangi.ac.id/index.php/jiml/article/view/8050,0
Upaya Meningkatkan Pencapaian Belajar Mahasiswa pada Perkuliahan Kapita Selekta Matematika Sekolah Melalui Pembelajaran Resiprokal,T Purniati,,,,,http://file.upi.edu/Direktori/FPMIPA/JUR._PEND._MATEMATIKA/196903301993031-KUSNANDI/Artikel-Pembelajaran_Resiprokal.pdf,1
Design and implementation of web-based internship information system at vocational school,AG Abdullah,DL Hakim,D Wahyudin,,,https://iopscience.iop.org/article/10.1088/1757-899X/434/1/012301/meta,4
The Effect of Learning Using Script Methods and Cooperative Articulation Methods Against Student Mathematical Learning Outcomes,W Wahyudin,,,,,http://proceedings2.upi.edu/index.php/icee/article/view/772,0
Gender: Its relation to Mathematical Creative Thinking Skill,HR Permatasari,W Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1742-6596/895/1/012093/meta,3
Sistem pendukung keputusan penyusunan prioritas perbaikan standar akreditasi program studi menggunakan metode AHP dan Promethee,J Kusnedar,A Wahyudin,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/13,1
Blogspot-based Learning Model to Improve Economic Self Directed Learning,Z Afdal,M Disman,,,,https://www.atlantis-press.com/article/25865919.pdf,0
School Principal as Curriculum Manager: An Approach to the Improvement of Primary School Teachers Performance in Indonesia,D Wahyudin,,,,,http://file.upi.edu/Direktori/JURNAL/EDUCATIONIST/Vol._IV_No._1-Januari_2010/05_Dinn_Wahyudin.pdf,4
The effectiveness of metacognitive learning in enhancing student's mathematical analysis,M Hutajulu,W Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1132/1/012041/meta,0
How important are today's teacher development program contents for primary school teacher?,D Wahyudin,,,,,https://journal.uny.ac.id/index.php/jpip/article/view/19799,2
IMPLEMENTASI PENDIDIKAN MULTIKULTURAL UNTUK MENGEMBANGKAN KETERAMPILAN KEWARGANEGARAAN (CIVIC SKILL)(Studi Deskriptif di SMP Yos …,,,,,,http://repository.upi.edu/id/eprint/12787,0
Analisis penerapan sistem e-learning FPMIPA UPI menggunakan Technology Acceptance Model (TAM),W Setiawan,W Waslaluddin,,,,https://ejournal.upi.edu/index.php/jpmipa/article/view/36165,12
Analisis Pelaksanaan Pembelajaran Google Classroom pada Mata Pelajaran Komjardas Berbasis Podcast (Youtube) Berbantuan Media Interaktif Pada Siswa Kelas …,W Setiawan,W Wahyudin,,,,https://ejournal.upi.edu/index.php/JGrKom/article/view/29476,0
PENGEMBANGAN KURIKULUM 2013 BERBASIS BUDAYA DAERAH DAN POTENSI PESERTA DIDIK SEKOLAH DASAR DI KABUPATEN PURWAKARTA,A Ruswan,D Wahyudin,,,,https://ejournal.upi.edu/index.php/MetodikDidaktik/article/view/11313,0
Virtual collaboration strategic planning process using balanced scorecard and critical success factors,A Wahyudin,W Widodo,,,,https://iopscience.iop.org/article/10.1088/1757-899X/1098/3/032100/meta,0
PENGARUH KINERJA MANAJEMEN KEPALA SEKOLAH DAN KINERJA GURU TERHADAP MUTU LAYANAN PEMBELAJARAN: Studi Deskriptif Analitik pada …,,,,,,http://repository.upi.edu/id/eprint/8741,0
Bluetooth Low Energy (BLE) Based Power Window System,D Wahyudin,,,,,https://iopscience.iop.org/article/10.1088/1757-899X/384/1/012029/meta,2
Student's green skills in agricultural vocational school,MN Handayani,M Ali,D Wahyudin,,,https://iopscience.iop.org/article/10.1088/1757-899X/830/4/042083/meta,0
The K-Means Algorithm for Generating Sets of Items in Educational Assessment,A Wahyudin,,,,,https://ejournal.upi.edu/index.php/ijost/article/view/31523,1
Developing ethical decision making skill of novice volunteers in natural disaster response,D Wahyudin,,,,,https://search.proquest.com/openview/6ca200e8cf407080c2be2234b6fb12f5/1?pq-origsite=gscholar&cbl=396495,2
Designing Virtual Reading Room (VRR Digi_Litikon) for learning batik in Vocational High Schools: Curriculum material improvement,I Widiaty,D Wahyudin,AG Abdullah,,,https://iopscience.iop.org/article/10.1088/1742-6596/1402/7/077047/meta,0
Rancang Bangun Aplikasi IS and Business Alignment Maturity Level sebagai Dasar Perencanaan Strategis Sistem Informasi Organisasi,A Wahyudin,,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/25,0
THE USE OF SMART AND WEBGIS VISUALIZATION METHODS IN RECOMMENDING REGIONS THAT REQUIRE CLEAN WATER SUPPLY,A WAHYUDIN,,,,,http://jestec.taylors.edu.my/Vol%2015%20issue%201%20February%202020/15_1_24.pdf,0
Qualitative Analysis of the Moratorium Policy on Ex Foreign Vessel in Indonesia,S Riadi,Y Wahyudin,,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3472799,0
Aplikasi MECCA Sebagai Model Pembelajaran Pengenalan Komponen Elektronika Dengan Smartphone Android,D Wahyudin,,,,,http://a-research.upi.edu/operator/upload/abs_2011_didin_aplikasi_mecca_sebagai_model_pembelajaran.pdf,2
An affordable mobile robot soccer (ReROSO): A student's project of robotics trainer for sophomore,D Wahyudin,,,,,https://iopscience.iop.org/article/10.1088/1757-899X/850/1/012031/meta,0
IoT based wearable personal air monitoring for sinusitis,D Wahyudin,,,,,https://iopscience.iop.org/article/10.1088/1757-899X/850/1/012021/meta,0
A Collaborative Process Scheme in Strategic Information Systems Planning,A Wahyudin,HB Santoso,,,,https://ieeexplore.ieee.org/abstract/document/8780415/,0
Eco-Literacy,M Kamil,U Wahyudin,,,,https://www.atlantis-press.com/article/125956328.pdf,0
Business-information systems strategic alignment readiness maturity level: Corporate and business-technology driver perspective,A Wahyudin,HB MUNIR,,,,https://www.researchgate.net/profile/Asep-Wahyudin-2/publication/342586915_Business-Information_Systems_Strategic_Alignment_Readiness_Maturity_Level_Corporate_and_Business-Technology_Driver_Perspective/links/5efbf39c92851c52d60c92b2/Business-Information-Systems-Strategic-Alignment-Readiness-Maturity-Level-Corporate-and-Business-Technology-Driver-Perspective.pdf,0
A Comparative Study of Blindhide and Filterfirst Algorithm in Digital Images for Steganography Techniques,G Purwantoro,,,,,https://www.researchgate.net/profile/Garno-Garno/publication/344552758_A_Comparative_Study_of_Blindhide_and_Filterfirst_Algorithm_in_Digital_Images_for_Steganography_Techniques/links/5f7fe56592851c14bcb8f166/A-Comparative-Study-of-Blindhide-and-Filterfirst-Algorithm-in-Digital-Images-for-Steganography-Techniques.pdf,0
"Investigation of critical mathematical thinking ability, visual thinking and self-efficacy students' in trigonometry",W Wahyudin,,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1157/3/032130/meta,0
Android Mobile Application for Heart Rate Measurement and Monitoring,W Purnama,D Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1757-899X/384/1/012004/meta,0
Development of Student Attendance Reporting System Using WhatsApp Gateway with Android-Based Broadcasting Method,EA Nurdin,,,,,https://www.researchgate.net/profile/Enjang-Ali-Nurdin/publication/345481329_Development_of_Student_Attendance_Reporting_System_Using_WhatsApp_Gateway_with_Android-Based_Broadcasting_Method/links/5facf60d299bf18c5b6a0eea/Development-of-Student-Attendance-Reporting-System-Using-WhatsApp-Gateway-with-Android-Based-Broadcasting-Method.pdf,0
Challenges of Community Education in the Digital Era,U Wahyudin,P Purnomo,S Yondri,,,https://www.atlantis-press.com/article/125912420.pdf,0
STRATEGI GURU DALAM PROBLEM BASED LEARNING UNTUK MENINGKATKAN PENALARAN MATEMATIKA SISWA,M Munir,,,,,http://jurnal.pmat.uniba-bpn.ac.id/index.php/DEFERMAT/article/view/51,3
Evaluation of an Affordable Wireless Node Sensor (Mote69) Designed for Internet of Thing (IoT) Device,Y Somantri,D Wahyudin,,,,https://iopscience.iop.org/article/10.1088/1757-899X/306/1/012033/meta,1
CIPP Evaluation Model Framework for Evaluating “Maya Hasim” Training Program,U Wahyudin,,,,,https://www.atlantis-press.com/article/55907530.pdf,0
